,Title,Tag,Text,Date
135,Kazakhstan women aiming for Rugby World Cup return,women in rugby,"Once one of the leading women’s teams in international rugby, Kazakhstan are attempting to mount a revival in 15s rugby.",03/07/2020 08:37
136,Rugby’s six most successful cross-code converts,Game Changers,"Following on from our exclusive interview with John Muggleton, rugby’s first full-time cross-code coach, we pick out the most successful players to convert to rugby union direct from rugby league.",02/07/2020 15:00
137,Commentator Rikki Swannell picks seven women who helped change the face of rugby sevens,Women in Rugby,Sky Sports Rugby commentator Rikki Swannell picks seven players who embody the growth that women’s sevens has made since the inaugural World Rugby Sevens Series.,02/07/2020 12:00
138,Elaine Vassie putting down roots with the Dallas Jackals,Women in Rugby,"Dallas Jackals assistant general manager and assistant coach Elaine Vassie talks to World Rugby about her new life in the USA, where she is helping the game to flourish.",01/07/2020 14:30
139,Chiharu Nakamura takes on new challenge to grow women’s game in Japan,Women in Rugby,"Japan sevens star Chiharu Nakamura has taken on the role of player/general manager for a brand-new club in Fukuoka, eager to create more opportunities for women’s rugby in the country and a career pathway when the time comes for players to hang up their boots.",01/07/2020 06:00
140,Everything you need to know about the Calcutta Cup,Rugby history,World Rugby examines the facts and figures behind Scotland and England’s rivalry in the Calcutta Cup – the oldest trophy in international rugby.,07/07/2020 14:00
141,2020 Rugby Americas competitions update,Press releases,2020 Rugby Americas competitions will not take place in current format this year due to covid-19 pandemic.,07/07/2020 09:00
142,IGR’s Ben Owen: “Rugby is an accepting space for LGBTQ+ people”,International Gay Rugby,"Outgoing International Gay Rugby (IGR) chairman Ben Owen talks to World Rugby about the organisation’s work, the challenges it faces, and his own experiences within the game.",06/07/2020 14:00
143,Barbados and beyond: Sevens captain Sean Ward on leading without limits,Regional focus: North America,"Barbados men’s sevens captain Sean Ward has been an active mentor and reliable team-mate to many up-and-coming players, both in Barbados and overseas, making him a highly respected member of the global rugby circuit and the wider community.",05/07/2020 15:00
144,Jo Yapp planning for the long-term at Worcester Warriors Women,Women in Rugby,"Jo Yapp talks to World Rugby about her promotion at Worcester, working with the Barbarians and her coaching philosophy.",04/07/2020 12:00
145,Kazakhstan women aiming for Rugby World Cup return,women in rugby,"Once one of the leading women’s teams in international rugby, Kazakhstan are attempting to mount a revival in 15s rugby.",03/07/2020 08:37
146,Rugby’s six most successful cross-code converts,Game Changers,"Following on from our exclusive interview with John Muggleton, rugby’s first full-time cross-code coach, we pick out the most successful players to convert to rugby union direct from rugby league.",02/07/2020 15:00
147,Commentator Rikki Swannell picks seven women who helped change the face of rugby sevens,Women in Rugby,Sky Sports Rugby commentator Rikki Swannell picks seven players who embody the growth that women’s sevens has made since the inaugural World Rugby Sevens Series.,02/07/2020 12:00
148,Elaine Vassie putting down roots with the Dallas Jackals,Women in Rugby,"Dallas Jackals assistant general manager and assistant coach Elaine Vassie talks to World Rugby about her new life in the USA, where she is helping the game to flourish.",01/07/2020 14:30
149,Chiharu Nakamura takes on new challenge to grow women’s game in Japan,Women in Rugby,"Japan sevens star Chiharu Nakamura has taken on the role of player/general manager for a brand-new club in Fukuoka, eager to create more opportunities for women’s rugby in the country and a career pathway when the time comes for players to hang up their boots.",01/07/2020 06:00
150,Everything you need to know about the Calcutta Cup,Rugby history,World Rugby examines the facts and figures behind Scotland and England’s rivalry in the Calcutta Cup – the oldest trophy in international rugby.,07/07/2020 14:00
151,2020 Rugby Americas competitions update,Press releases,2020 Rugby Americas competitions will not take place in current format this year due to covid-19 pandemic.,07/07/2020 09:00
152,IGR’s Ben Owen: “Rugby is an accepting space for LGBTQ+ people”,International Gay Rugby,"Outgoing International Gay Rugby (IGR) chairman Ben Owen talks to World Rugby about the organisation’s work, the challenges it faces, and his own experiences within the game.",06/07/2020 14:00
153,Barbados and beyond: Sevens captain Sean Ward on leading without limits,Regional focus: North America,"Barbados men’s sevens captain Sean Ward has been an active mentor and reliable team-mate to many up-and-coming players, both in Barbados and overseas, making him a highly respected member of the global rugby circuit and the wider community.",05/07/2020 15:00
154,Jo Yapp planning for the long-term at Worcester Warriors Women,Women in Rugby,"Jo Yapp talks to World Rugby about her promotion at Worcester, working with the Barbarians and her coaching philosophy.",04/07/2020 12:00
155,Kazakhstan women aiming for Rugby World Cup return,women in rugby,"Once one of the leading women’s teams in international rugby, Kazakhstan are attempting to mount a revival in 15s rugby.",03/07/2020 08:37
156,Rugby’s six most successful cross-code converts,Game Changers,"Following on from our exclusive interview with John Muggleton, rugby’s first full-time cross-code coach, we pick out the most successful players to convert to rugby union direct from rugby league.",02/07/2020 15:00
157,Commentator Rikki Swannell picks seven women who helped change the face of rugby sevens,Women in Rugby,Sky Sports Rugby commentator Rikki Swannell picks seven players who embody the growth that women’s sevens has made since the inaugural World Rugby Sevens Series.,02/07/2020 12:00
158,Elaine Vassie putting down roots with the Dallas Jackals,Women in Rugby,"Dallas Jackals assistant general manager and assistant coach Elaine Vassie talks to World Rugby about her new life in the USA, where she is helping the game to flourish.",01/07/2020 14:30
159,Chiharu Nakamura takes on new challenge to grow women’s game in Japan,Women in Rugby,"Japan sevens star Chiharu Nakamura has taken on the role of player/general manager for a brand-new club in Fukuoka, eager to create more opportunities for women’s rugby in the country and a career pathway when the time comes for players to hang up their boots.",01/07/2020 06:00
160,Everything you need to know about the Calcutta Cup,Rugby history,World Rugby examines the facts and figures behind Scotland and England’s rivalry in the Calcutta Cup – the oldest trophy in international rugby.,07/07/2020 14:00
161,2020 Rugby Americas competitions update,Press releases,2020 Rugby Americas competitions will not take place in current format this year due to covid-19 pandemic.,07/07/2020 09:00
162,IGR’s Ben Owen: “Rugby is an accepting space for LGBTQ+ people”,International Gay Rugby,"Outgoing International Gay Rugby (IGR) chairman Ben Owen talks to World Rugby about the organisation’s work, the challenges it faces, and his own experiences within the game.",06/07/2020 14:00
163,Barbados and beyond: Sevens captain Sean Ward on leading without limits,Regional focus: North America,"Barbados men’s sevens captain Sean Ward has been an active mentor and reliable team-mate to many up-and-coming players, both in Barbados and overseas, making him a highly respected member of the global rugby circuit and the wider community.",05/07/2020 15:00
164,Jo Yapp planning for the long-term at Worcester Warriors Women,Women in Rugby,"Jo Yapp talks to World Rugby about her promotion at Worcester, working with the Barbarians and her coaching philosophy.",04/07/2020 12:00
165,Kazakhstan women aiming for Rugby World Cup return,women in rugby,"Once one of the leading women’s teams in international rugby, Kazakhstan are attempting to mount a revival in 15s rugby.",03/07/2020 08:37
